"DateID","LabID","CRA","Error","Material","Species","SiteID","SiteName","Longitude","Latitude","Region","cat","cat2","Region2"
74065,"SUERC-41709",4079,29,"nutshell (charred)","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
74069,"SUERC-41712",3814,29,"nutshell (charred)/charcoal","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
74070,"SUERC-41715",4244,29,"nutshell (charred)/charcoal","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
74071,"SUERC-41720",4022,28,"nutshell (charred)/charcoal","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
74066,"SUERC-41723",5066,29,"nutshell (charred)","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
74067,"SUERC-41725",4905,34,"nutshell (charred)","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
74068,"SUERC-41729",4924,29,"nutshell (charred)","Corylus avellana",23636,"Salisbury Plain",-1.98,51.2163,"SEEngland","hazelnut","Hazelnut","england_wales"
55234,"SUERC-41947",3946,25,"nutshell (charred)","Corylus avellana",23640,"Ysgol yr Hendre, Caernarfon",-4.2592,53.1369,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
54014,"SUERC-42906",4074,19,"nutshell","Corylus avellana",21697,"Craig Rhosyfelin",-4.7447,51.9917,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
58053,"SUERC-42979",4875,29,"nutshell (charred)","Corylus avellana",23654,"Site W of International Paper, Port Elphinstone, Inverurie, Kintore",-2.3679,57.2585,"Scotland","hazelnut","Hazelnut","scotland_main"
58054,"SUERC-42980",4296,29,"grain (charred)","Hordeum vulgare nudum,Triticum",23654,"Site W of International Paper, Port Elphinstone, Inverurie, Kintore",-2.3679,57.2585,"Scotland","barley","Wheat + Barley","scotland_main"
65160,"SUERC-43282",3983,29,"nutshell (charred)","Corylus avellana",23533,"Hindwell Double-Palisaded Enclosure",-3.0903,52.2361,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
67330,"SUERC-43285",4793,28,"grain (charred)","Triticum dicoccum/spelta",12472,"Brighton and Hove WTW, Peacehaven, Itchen Valley, Winchester",0.0115,50.7958,"SEEngland","wheat","Wheat + Barley","england_wales"
67331,"SUERC-43286",4838,29,"grain (charred)","Hordeum vulgare cf nudum",12472,"Brighton and Hove WTW, Peacehaven, Itchen Valley, Winchester",0.0115,50.7958,"SEEngland","barley","Wheat + Barley","england_wales"
212015,"SUERC-4360",4825,35,"nutshell (charred)","Corylus avellana",23662,"Site F-G A1 (M) road scheme",-1.2751,53.7507,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
54853,"SUERC-44489",3620,27,"grain","Hordeum vulgare (emend)",16797,"Stonehenge, Amesbury",-1.8262,51.1789,"SEEngland","barley","Wheat + Barley","england_wales"
54868,"SUERC-44490",3611,27,"grain","Hordeum vulgare nudum",16797,"Stonehenge, Amesbury",-1.8262,51.1789,"SEEngland","barley","Wheat + Barley","england_wales"
54880,"SUERC-45874",2949,34,"grain (charred)","Hordeum vulgare",17081,"Durrington Walls, Amesbury",-1.8263,51.1789,"SEEngland","barley","Wheat + Barley","england_wales"
75480,"SUERC-46204",6114,31,"nutshell (charred)","Corylus avellana",14178,"Craig Rhos-y-felin",-4.7449,51.9946,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
54015,"SUERC-46205",4590,30,"nutshell","Corylus avellana",21697,"Craig Rhosyfelin",-4.7447,51.9917,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
54017,"SUERC-46483",4400,23,"nutshell","Corylus avellana",21697,"Craig Rhosyfelin",-4.7447,51.9917,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
55207,"SUERC-46835",3966,29,"nutshell (charred)","Corylus avellana",14142,"Pwllheli to Blaenau Ffestiniog Plot 6/29.4",-4.1997,52.9332,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
74150,"SUERC-47721",4801,31,"nutshells (charred)","Corylus avellana",21091,"Kingsmead Quarry, Horton",-0.5388,51.4652,"SEEngland","hazelnut","Hazelnut","england_wales"
74148,"SUERC-47722",4979,29,"nutshell (charred)","Corylus avellana",21091,"Kingsmead Quarry, Horton",-0.5388,51.4652,"SEEngland","hazelnut","Hazelnut","england_wales"
74149,"SUERC-47727",4095,26,"nutshell (charred)","Corylus avellana",21091,"Kingsmead Quarry, Horton",-0.5388,51.4652,"SEEngland","hazelnut","Hazelnut","england_wales"
58104,"SUERC-48137",4296,30,"nutshell (charred)","Corylus avellana",23725,"Broad Road, Charterhouse, Priddy, Mendip",-2.6788,51.2555,"SEEngland","hazelnut","Hazelnut","england_wales"
74151,"SUERC-48428",3966,34,"nutshells (charred)","Corylus avellana",21091,"Kingsmead Quarry, Horton",-0.5388,51.4652,"SEEngland","hazelnut","Hazelnut","england_wales"
223258,"SUERC-4857",4315,35,"grain (charred)","Hordeum vulgare",5877,"Crossiecrown",-3.0062,59.0065,"Scotland","barley","Wheat + Barley","scottish_isles"
212040,"SUERC-4859",4580,40,"grain","Hordeum vulgare",23729,"Wideford Hill",-3.0257,58.9876,"Scotland","barley","Wheat + Barley","scottish_isles"
212041,"SUERC-4860",4525,35,"grain","Hordeum vulgare",23729,"Wideford Hill",-3.0257,58.9876,"Scotland","barley","Wheat + Barley","scottish_isles"
212042,"SUERC-4861",4555,35,"grain","Hordeum vulgare",23729,"Wideford Hill",-3.0257,58.9876,"Scotland","barley","Wheat + Barley","scottish_isles"
212043,"SUERC-4862",4645,40,"grain","Hordeum vulgare",23729,"Wideford Hill",-3.0257,58.9876,"Scotland","barley","Wheat + Barley","scottish_isles"
212044,"SUERC-4869",4545,40,"grain","Hordeum vulgare",23729,"Wideford Hill",-3.0257,58.9876,"Scotland","barley","Wheat + Barley","scottish_isles"
212045,"SUERC-4870",4450,35,"grain","Hordeum vulgare",23729,"Wideford Hill",-3.0257,58.9876,"Scotland","barley","Wheat + Barley","scottish_isles"
212046,"SUERC-4919",4110,35,"nutshell","Corylus avellana",23734,"Meall Greigh, Loch Tay",-4.1361,56.5238,"Scotland","hazelnut","Hazelnut","scotland_main"
212047,"SUERC-4923",3220,35,"nutshell","Corylus avellana",23742,"Croftvellick, Loch Tay",-4.1361,56.5238,"Scotland","hazelnut","Hazelnut","scotland_main"
67620,"SUERC-49685",3651,29,"grain (charred)","Hordeum vulgare (hulled),Cerealia",23746,"Smerquoy, Firth",-3.0369,58.9828,"Scotland","barley","Wheat + Barley","scottish_isles"
67623,"SUERC-49938",3637,32,"grain (charred,single)","Hordeum vulgare",23746,"Smerquoy, Firth",-3.0369,58.9828,"Scotland","barley","Wheat + Barley","scottish_isles"
67095,"SUERC-50155",4865,42,"nutshell","Corylus avellana",19580,"Snabe Quarry, Drumclog",-4.1392,55.6259,"Scotland","hazelnut","Hazelnut","scotland_main"
67096,"SUERC-50161",4872,42,"nutshell","Corylus avellana",19580,"Snabe Quarry, Drumclog",-4.1392,55.6259,"Scotland","hazelnut","Hazelnut","scotland_main"
67094,"SUERC-50162",4820,42,"nutshell","Corylus avellana",19580,"Snabe Quarry, Drumclog",-4.1392,55.6259,"Scotland","hazelnut","Hazelnut","scotland_main"
65195,"SUERC-51280",4325,35,"nutshell (charred)","Corylus avellana",23766,"Donnington Recreation Ground",-1.3285,51.4178,"SEEngland","hazelnut","Hazelnut","england_wales"
65196,"SUERC-51281",4338,35,"nutshell (charred)","Corylus avellana",23766,"Donnington Recreation Ground",-1.3285,51.4178,"SEEngland","hazelnut","Hazelnut","england_wales"
58154,"SUERC-51733",4650,33,"nutshell","Corylus avellana",23771,"East of Vaynor Farm, North, Llanddowror",-4.5437,51.7989,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
58157,"SUERC-51774",3121,33,"grain (charred)","Triticum dicoccum/spelta",23772,"Rydon Farm, Ogwell, Teignbridge",-3.5309,50.7156,"NWEnglandWales","wheat","Wheat + Barley","england_wales"
75015,"SUERC-52224",2991,30,"grain (charred)","Triticum dicoccum/spelta",23775,"Lyde Road, Yeovil",-3.0318,50.9535,"NWEnglandWales","wheat","Wheat + Barley","england_wales"
212083,"SUERC-52561",3285,29,"grain (charred)","Hordeum vulgare",23777,"Glan-Ryd bridge, site 506, Lampeter Velfrey",-4.6689,51.7772,"NWEnglandWales","barley","Wheat + Barley","england_wales"
223264,"SUERC-5284",3650,40,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
65170,"SUERC-52857",6573,28,"nutshell (charred)","Corylus avellana",23779,"Hindwell Farm Barrow II",-3.0966,52.2414,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
226274,"SUERC-52877",4886,29,"grain (single,charred)","Triticum dicoccum",23781,"Fitz Park, Cockermouth",-3.381,54.6635,"NWEnglandWales","wheat","Wheat + Barley","england_wales"
212095,"SUERC-5294",4275,40,"nutshell","Corylus avellana",19269,"Eweford",-2.5406,55.9881,"Scotland","hazelnut","Hazelnut","scotland_main"
223268,"SUERC-5295",3675,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223269,"SUERC-5296",3735,35,"grain (charred)","Triticum dicoccum",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","wheat","Wheat + Barley","scotland_main"
223272,"SUERC-5299",3775,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
75007,"SUERC-53043",3844,29,"nutshells (charred)","Corylus avellana",23736,"Kingsgate, Amesbury",-1.7697,51.1627,"SEEngland","hazelnut","Hazelnut","england_wales"
75006,"SUERC-53044",3877,26,"grain (charred)","Hordeum vulgare",23736,"Kingsgate, Amesbury",-1.7697,51.1627,"SEEngland","barley","Wheat + Barley","england_wales"
223273,"SUERC-5306",3740,40,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223274,"SUERC-5308",3690,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223275,"SUERC-5309",3725,40,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223276,"SUERC-5310",3730,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223277,"SUERC-5314",3695,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223278,"SUERC-5315",3700,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223279,"SUERC-5316",3650,35,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223280,"SUERC-5317",3680,40,"grain (charred)","Hordeum vulgare",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","barley","Wheat + Barley","scotland_main"
223281,"SUERC-5338",4740,40,"nutshell (charred)","Corylus avellana",23778,"Eweford, Dunbar",-2.5406,55.9881,"Scotland","hazelnut","Hazelnut","scotland_main"
67081,"SUERC-54526",5686,30,"nutshell","Corylus avellana",23796,"Loch Doilean, Sunart, Lochaber",-5.6041,56.7515,"Scotland","hazelnut","Hazelnut","scotland_main"
58163,"SUERC-54698",4925,29,"nutshell","Corylus avellana",23798,"South-East of Upper Neeston, Herbrandston",-5.0696,51.7256,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
58164,"SUERC-54699",2910,29,"nutshell","Corylus avellana",23798,"South-East of Upper Neeston, Herbrandston",-5.0696,51.7256,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
67082,"SUERC-54805",6347,36,"nutshell","Corylus avellana",23796,"Loch Doilean, Sunart, Lochaber",-5.6041,56.7515,"Scotland","hazelnut","Hazelnut","scotland_main"
226275,"SUERC-54901",4885,36,"nutshell (charred)","Corylus avellana",23801,"Yarnbury",-1.98,54.0846,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
223282,"SUERC-5624",4790,40,"nutshell (charred)","Corylus avellana",23800,"Phantassie Farm",-2.6489,55.9832,"Scotland","hazelnut","Hazelnut","scotland_main"
67080,"SUERC-56366",5442,39,"nutshell","Corylus avellana",23796,"Loch Doilean, Sunart, Lochaber",-5.6041,56.7515,"Scotland","hazelnut","Hazelnut","scotland_main"
67079,"SUERC-56367",3069,39,"nutshell","Corylus avellana",23796,"Loch Doilean, Sunart, Lochaber",-5.6041,56.7515,"Scotland","hazelnut","Hazelnut","scotland_main"
212246,"SUERC-5687",4795,40,"nutshell (charred)","Corylus avellana",21117,"Yarnton Floodplain",-1.3105,51.7961,"SEEngland","hazelnut","Hazelnut","england_wales"
223284,"SUERC-5688",4780,35,"grain","Triticum dicoccum/spelta",19680,"Yarnton",-1.3102,51.8042,"SEEngland","wheat","Wheat + Barley","england_wales"
223285,"SUERC-5789",4170,35,"grain (charred)","Hordeum vulgare",5855,"Stonehall Farm, Firth",-3.1051,58.9958,"Scotland","barley","Wheat + Barley","sea"
223286,"SUERC-5790",4500,35,"grain (charred)","Hordeum vulgare",5855,"Stonehall Farm, Firth",-3.1051,58.9958,"Scotland","barley","Wheat + Barley","sea"
223287,"SUERC-5791",4340,40,"grain (charred)","Hordeum vulgare",5855,"Stonehall Farm, Firth",-3.1051,58.9958,"Scotland","barley","Wheat + Barley","sea"
223289,"SUERC-6151",3085,35,"grain (charred)","Hordeum vulgare",17656,"Bestwall Quarry",-2.0919,50.6911,"SEEngland","barley","Wheat + Barley","england_wales"
223290,"SUERC-6157",3165,35,"grain (charred)","Hordeum vulgare",17656,"Bestwall Quarry",-2.0919,50.6911,"SEEngland","barley","Wheat + Barley","england_wales"
74689,"SUERC-62632",5000,34,"nutshells (charred)","Corylus avellana",23803,"Porton Down",-1.706,51.1306,"SEEngland","hazelnut","Hazelnut","england_wales"
74687,"SUERC-62633",5008,34,"grain (charred,single)","Triticum (hulled)",23803,"Porton Down",-1.706,51.1306,"SEEngland","wheat","Wheat + Barley","england_wales"
60723,"SUERC-64427",4451,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60725,"SUERC-64432",4466,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60726,"SUERC-64433",4141,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60730,"SUERC-64437",4594,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60732,"SUERC-64442",4193,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60735,"SUERC-64445",4527,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60736,"SUERC-64446",4509,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60740,"SUERC-64453",4404,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60741,"SUERC-64454",4480,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60742,"SUERC-64455",4427,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60744,"SUERC-64457",4121,37,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60745,"SUERC-64566",3798,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60746,"SUERC-64569",4026,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60747,"SUERC-64570",3403,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60749,"SUERC-64575",4167,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60752,"SUERC-64579",3547,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60754,"SUERC-64584",3499,28,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60758,"SUERC-64590",3466,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60759,"SUERC-64594",3519,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60763,"SUERC-64600",4168,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60765,"SUERC-64606",4810,29,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60766,"SUERC-65468",3857,28,"nutshell","Corylus avellana",23819,"Tregurra Valley, Truro",-5.0304,50.2749,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
212402,"SUERC-7505",4405,35,"nutshell (charred)","Corylus avellana",23875,"Overhailes",-2.6794,55.9783,"Scotland","hazelnut","Hazelnut","scotland_main"
212486,"SUERC-8159",3755,40,"nutshell (waterlogged)","Corylus avellana",17656,"Bestwall Quarry",-2.0919,50.6911,"SEEngland","hazelnut","Hazelnut","england_wales"
223310,"SUERC-8198",6085,40,"nutshell (charred)","Corylus avellana",23885,"South Belton, Dunbar",-2.5613,55.9888,"Scotland","hazelnut","Hazelnut","scotland_main"
223311,"SUERC-8607",4935,35,"grain (charred)","Hordeum vulgare",23892,"Garthdee Road, Aberdeen",-2.1288,57.1197,"Scotland","barley","Wheat + Barley","scotland_main"
223312,"SUERC-8608",4925,35,"grain (charred)","Hordeum vulgare",23892,"Garthdee Road, Aberdeen",-2.1288,57.1197,"Scotland","barley","Wheat + Barley","scotland_main"
223313,"SUERC-8609",4930,35,"nutshell (charred)","Corylus avellana",23892,"Garthdee Road, Aberdeen",-2.1288,57.1197,"Scotland","hazelnut","Hazelnut","scotland_main"
223314,"SUERC-8613",4950,35,"grain (charred)","Hordeum vulgare",23892,"Garthdee Road, Aberdeen",-2.1288,57.1197,"Scotland","barley","Wheat + Barley","scotland_main"
223315,"SUERC-8616",4970,35,"grain (charred)","Hordeum vulgare",23892,"Garthdee Road, Aberdeen",-2.1288,57.1197,"Scotland","barley","Wheat + Barley","scotland_main"
223316,"SUERC-8617",5020,35,"nutshell (charred)","Corylus avellana",23892,"Garthdee Road, Aberdeen",-2.1288,57.1197,"Scotland","hazelnut","Hazelnut","scotland_main"
212548,"SUERC-8881",3905,35,"nutshell (waterlogged)","Corylus avellana",23893,"Sharow Mires, Sharow, Swale-Ure Washlands",-1.6403,54.1386,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
58178,"SUERC-9148",4095,35,"nutshell","Corylus avellana",22082,"Chessvale Bowling Club, Chesham, Chiltern",-0.6114,51.7054,"SEEngland","hazelnut","Hazelnut","england_wales"
58179,"SUERC-9149",3975,35,"nutshell","Corylus avellana",22082,"Chessvale Bowling Club, Chesham, Chiltern",-0.6114,51.7054,"SEEngland","hazelnut","Hazelnut","england_wales"
213143,"UB-3127",3760,40,"charcoal/nutshell","Quercus,Corylus avellana,Prunus",19672,"Gravelly Guy, Stanton Harcourt",-1.4133,51.7436,"SEEngland","hazelnut","Hazelnut","england_wales"
213144,"UB-3128",3922,45,"charcoal/nutshell","Quercus,Corylus avellana,Prunus",19672,"Gravelly Guy, Stanton Harcourt",-1.4133,51.7436,"SEEngland","hazelnut","Hazelnut","england_wales"
213251,"UB-3377",4709,66,"charcoal/nutshell","Sorbus,Quercus,Populus,Corylus avellana",20613,"Lismore Fields, Buxton",-1.925,53.2547,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
223848,"UB-4270",4741,26,"nutshell (charred)","Corylus avellana",20020,"Hambledon Hill",-2.2159,50.9096,"SEEngland","hazelnut","Hazelnut","england_wales"
223851,"UB-4273",4714,33,"nutshell (charred)","Corylus avellana",20020,"Hambledon Hill",-2.2159,50.9096,"SEEngland","hazelnut","Hazelnut","england_wales"
74024,"UBA-13385",4986,30,"grain (charred,spikelets)","Triticum dicoccum",21049,"Westwood Cross, Thanet",1.3911,51.3581,"SEEngland","wheat","Wheat + Barley","england_wales"
74023,"UBA-13386",4948,30,"grain (charred,spikelets)","Triticum dicoccum",21049,"Westwood Cross, Thanet",1.3911,51.3581,"SEEngland","wheat","Wheat + Barley","england_wales"
74026,"UBA-13517",4948,30,"grain (charred)","Triticum (free-threshing)",24629,"Ellington School",1.4034,51.3375,"SEEngland","wheat","Wheat + Barley","england_wales"
74027,"UBA-13518",4896,29,"grain (charred)","Triticum (free-threshing)",24629,"Ellington School",1.4034,51.3375,"SEEngland","wheat","Wheat + Barley","england_wales"
210809,"UBA-16020",4896,26,"grain (charred)","Triticum dicoccum",16942,"Poundbury, Dorchester",-2.4511,50.7188,"SEEngland","wheat","Wheat + Barley","england_wales"
215580,"UBA-16021",4855,25,"grain (charred)","Hordeum vulgare",16942,"Poundbury, Dorchester",-2.4511,50.7188,"SEEngland","barley","Wheat + Barley","england_wales"
58214,"UBA-16266",5683,29,"nutshell (charred)","Corylus avellana",24743,"Tottiford Reservoir, Dartmoor National Park, Christow, Teignbridge",-3.6826,50.6359,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
70285,"UBA-16365",3901,32,"nutshell/grain/charcoal","Corylus,Hordeum vulgare",24744,"Lower Brockholes Quarry, Preston",-2.6417,53.7673,"NWEnglandWales","barley","Wheat + Barley","england_wales"
74683,"UBA-21918",3013,45,"grain","Hordeum vulgare",21590,"Sigwells, Charlton Horethorne",-2.5119,51.0152,"SEEngland","barley","Wheat + Barley","england_wales"
30913,"UBA-21920",2974,34,"grain","Hordeum vulgare",24782,"Lady Field, Woolston Manor Farm",-2.4899,51.0522,"SEEngland","barley","Wheat + Barley","england_wales"
54898,"UBA-22184",3640,33,"grain","Hordeum vulgare (emend)",16797,"Stonehenge, Amesbury",-1.8262,51.1789,"SEEngland","barley","Wheat + Barley","england_wales"
54996,"UBA-22184",3594,37,"grain","Hordeum vulgare nudum",16797,"Stonehenge, Amesbury",-1.8262,51.1789,"SEEngland","barley","Wheat + Barley","england_wales"
74025,"UBA-22207",5000,50,"grain (charred)","Triticum (tetraploid,free-threshing)",24784,"Thanet Earth",1.2831,51.3551,"SEEngland","wheat","Wheat + Barley","england_wales"
54887,"UBA-22719",3197,36,"grain (charred)","Hordeum vulgare",17081,"Durrington Walls, Amesbury",-1.8263,51.1789,"SEEngland","barley","Wheat + Barley","england_wales"
54891,"UBA-22720",3126,33,"grain (charred)","Triticum dicoccum",17081,"Durrington Walls, Amesbury",-1.8263,51.1789,"SEEngland","wheat","Wheat + Barley","england_wales"
75011,"UBA-30457",3084,29,"grain (charred,single)","Triticum (hulled)",24796,"Queen Camel",-2.5803,51.0196,"SEEngland","wheat","Wheat + Barley","england_wales"
75012,"UBA-30458",3214,36,"grain (charred,single)","Hordeum vulgare",24796,"Queen Camel",-2.5803,51.0196,"SEEngland","barley","Wheat + Barley","england_wales"
75013,"UBA-30459",3119,30,"grain (charred,single)","Triticum (hulled)",24796,"Queen Camel",-2.5803,51.0196,"SEEngland","wheat","Wheat + Barley","england_wales"
58216,"UBA-8268",3368,38,"grain (charred)","Triticum",24828,"Thames Water Sewage Treatment Works, near Kintbury, Kintbury, West Berkshire",-1.4343,51.4016,"SEEngland","wheat","Wheat + Barley","england_wales"
224423,"UtC-1302",4830,40,"grain (charred)","Hordeum vulgare",18959,"Balfarg, Glenrothes",-3.1546,56.2154,"Scotland","barley","Wheat + Barley","scotland_main"
45193,"Wk-10073",3025,69,"grain","Hordeum vulgare",25032,"Ridlington",-0.7727,52.6121,"SEEngland","barley","Wheat + Barley","england_wales"
60871,"Wk-14323",3482,43,"nutshell (charred)","Corylus avellana",20044,"Harlyn Bay, Padstow",-4.9957,50.539,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
224446,"Wk-14913",4839,42,"nutshell (charred)","Corylus avellana",25102,"Tregarrick Farm, Roche",-4.8291,50.4034,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
224447,"Wk-14914",4775,44,"nutshell (charred)","Corylus avellana",25102,"Tregarrick Farm, Roche",-4.8291,50.4034,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
224448,"Wk-14915",4776,44,"nutshell (charred)","Corylus avellana",25102,"Tregarrick Farm, Roche",-4.8291,50.4034,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
224449,"Wk-14917",4768,43,"nutshell (charred)","Corylus avellana",25102,"Tregarrick Farm, Roche",-4.8296,50.4034,"NWEnglandWales","hazelnut","Hazelnut","england_wales"
60797,"Wk-14991",3060,51,"grain (charred)","incl Hordeum,Triticum dicoccum",23718,"Tremough, Penryn",-5.1246,50.1715,"NWEnglandWales","barley","Wheat + Barley","england_wales"
215010,"Wk-15448",3822,38,"grain/nutshell","Hordeum vulgare/Corylus avellana",25111,"Showell Farm, Chippenham",-2.1315,51.4374,"SEEngland","barley","Wheat + Barley","england_wales"
215011,"Wk-15449",3768,38,"nutshell","Corylus avellana",25111,"Showell Farm, Chippenham",-2.1315,51.4374,"SEEngland","hazelnut","Hazelnut","england_wales"
225898,"Wk-18373",3149,32,"grain","Hordeum vulgare",25165,"Heathrow Terminal 5",-0.4876,51.4728,"SEEngland","barley","Wheat + Barley","england_wales"
215189,"Wk-18573",3149,32,"grain (charred)","Hordeum vulgare",23035,"Heathrow T5, Farmstead 2",-0.4889,51.4685,"SEEngland","barley","Wheat + Barley","england_wales"
215190,"Wk-18574",3094,31,"grain (charred)","Hordeum vulgare",23035,"Heathrow T5, Farmstead 2",-0.4889,51.4685,"SEEngland","barley","Wheat + Barley","england_wales"
215191,"Wk-18575",3137,36,"grain (charred)","Triticum dicoccum/spelta",25167,"Heathrow T5, Farmstead 1",-0.4908,51.4691,"SEEngland","wheat","Wheat + Barley","england_wales"
215192,"Wk-18576",2980,34,"grain (charred)","Triticum dicoccum/spelta",25166,"Heathrow T5, Farmstead 4",-0.4851,51.4731,"SEEngland","wheat","Wheat + Barley","england_wales"
